epoch,accuracy,loss
4,0.625,0.6943778395652771
5,0.7083333134651184,0.6580358743667603
6,0.7083333134651184,0.5826920866966248
7,0.6041666865348816,0.6139186024665833
8,0.8125,0.47767889499664307
9,0.6666666865348816,0.5558695197105408
10,0.6875,0.6423161625862122
11,0.7708333134651184,0.5596861839294434
12,0.8125,0.42635178565979004
13,0.7708333134651184,0.463270902633667
14,0.75,0.49268487095832825
15,0.75,0.590913712978363
16,0.5625,0.7654237747192383
17,0.75,0.5814539790153503
18,0.7083333134651184,0.5495488047599792
19,0.7708333134651184,0.4391652047634125
20,0.6041666865348816,0.7582588195800781
21,0.75,0.5714558959007263
22,0.6666666865348816,0.6149004101753235
23,0.8125,0.41286444664001465
24,0.875,0.3781592547893524
25,0.8125,0.3449666500091553
26,0.8333333134651184,0.40421485900878906
27,0.8333333134651184,0.4186324179172516
28,0.8125,0.44985833764076233
29,0.75,0.5079635977745056
30,0.8125,0.44479164481163025
31,0.8333333134651184,0.4007645845413208
32,0.875,0.3669566810131073
33,0.8958333134651184,0.35976383090019226
34,0.8958333134651184,0.3422602713108063
35,0.8333333134651184,0.41056379675865173
36,0.7916666865348816,0.41199037432670593
37,0.875,0.3670247793197632
38,0.8333333134651184,0.3643167316913605
39,0.8333333134651184,0.4545222818851471
40,0.75,0.550636351108551
41,0.8541666865348816,0.37249961495399475
42,0.7916666865348816,0.47888895869255066
43,0.7916666865348816,0.4440029561519623
44,0.7083333134651184,0.5306284427642822
45,0.8125,0.48369476199150085
46,0.9166666865348816,0.28709831833839417
47,0.8541666865348816,0.35330596566200256
48,0.8125,0.3748490810394287
49,0.8125,0.4747496545314789
0,0.6666666865348816,4.043599605560303,0.35483869910240173,0.8303331136703491
1,0.3125,1.1770880222320557,0.6774193644523621,0.6843934655189514
2,0.7083333134651184,0.5997660756111145,0.6129032373428345,0.7478091716766357
3,0.6041666865348816,0.6234569549560547,0.6451612710952759,0.671861469745636
4,0.7291666865348816,0.5608842968940735,0.6129032373428345,0.6620362997055054
5,0.7291666865348816,0.6267867684364319,0.6129032373428345,0.758561909198761
6,0.6875,0.62016761302948,0.6774193644523621,0.5787279009819031
7,0.6875,0.6356210112571716,0.6129032373428345,0.7466212511062622
8,0.7708333134651184,0.5593693852424622,0.7096773982048035,0.576598584651947
9,0.7083333134651184,0.6132053732872009,0.774193525314331,0.5657214522361755
10,0.6666666865348816,0.5975561141967773,0.6129032373428345,0.7298011779785156
11,0.7083333134651184,0.6833873391151428,0.6129032373428345,0.7425039410591125
12,0.8125,0.5443140864372253,0.774193525314331,0.5096288323402405
13,0.7708333134651184,0.5378076434135437,0.6774193644523621,0.5495439767837524
14,0.6666666865348816,0.6464658379554749,0.6129032373428345,0.7696525454521179
15,0.6666666865348816,0.5947304368019104,0.774193525314331,0.4770199954509735
16,0.7708333134651184,0.49934419989585876,0.8709677457809448,0.4513245224952698
17,0.7916666865348816,0.509699285030365,0.8064516186714172,0.46235546469688416
18,0.7916666865348816,0.4757399559020996,0.6451612710952759,0.5573366284370422
19,0.8125,0.4758199155330658,0.8387096524238586,0.43670907616615295
20,0.75,0.4782712757587433,0.8387096524238586,0.43097904324531555
21,0.875,0.42294469475746155,0.8064516186714172,0.42142537236213684
22,0.8333333134651184,0.46274232864379883,0.6774193644523621,0.5063666105270386
23,0.7708333134651184,0.540622889995575,0.7096773982048035,0.49241793155670166
24,0.8333333134651184,0.41050204634666443,0.8709677457809448,0.37037819623947144
25,0.875,0.45120969414711,0.7096773982048035,0.47253313660621643
26,0.75,0.5077256560325623,0.7096773982048035,0.49784237146377563
27,0.8333333134651184,0.32909268140792847,0.9032257795333862,0.3685244917869568
28,0.7291666865348816,0.5366193652153015,0.8064516186714172,0.3773030638694763
29,0.7083333134651184,0.5594350695610046,0.7096773982048035,0.4173128604888916
30,0.8541666865348816,0.45599135756492615,0.9354838728904724,0.35991358757019043
31,0.6041666865348816,0.7050969004631042,0.9032257795333862,0.3666950762271881
32,0.7083333134651184,0.4837697744369507,0.6774193644523621,0.5706841349601746
33,0.7291666865348816,0.520622193813324,0.7096773982048035,0.4201279282569885
34,0.8958333134651184,0.3366459310054779,0.9354838728904724,0.3452058732509613
35,0.8333333134651184,0.4159579277038574,0.7419354915618896,0.3667421042919159
36,0.8125,0.3903641402721405,0.7096773982048035,0.460720956325531
37,0.875,0.3114093840122223,0.7096773982048035,0.4229561388492584
38,0.875,0.32808974385261536,0.8709677457809448,0.33775466680526733
39,0.8333333134651184,0.38497400283813477,0.8709677457809448,0.3349609076976776
40,0.7708333134651184,0.4172210991382599,0.7419354915618896,0.390673965215683
41,0.8541666865348816,0.391508013010025,0.8387096524238586,0.3356284499168396
42,0.8541666865348816,0.38073983788490295,0.9677419066429138,0.34711992740631104
43,0.8958333134651184,0.26965489983558655,0.9354838728904724,0.3648627996444702
44,0.875,0.28146207332611084,0.8709677457809448,0.3352339267730713
45,0.7916666865348816,0.5120406150817871,0.8709677457809448,0.32768577337265015
46,0.7916666865348816,0.40478911995887756,0.7419354915618896,0.4065229594707489
47,0.7083333134651184,0.44666191935539246,0.8709677457809448,0.30495840311050415
48,0.75,0.4667663276195526,0.8709677457809448,0.30323439836502075
49,0.8333333134651184,0.30720314383506775,0.8709677457809448,0.3400583863258362
0,0.6666666865348816,1.21995210647583,0.7352941036224365,0.5634510517120361
1,0.6458333134651184,0.902526319026947,0.3529411852359772,1.5677270889282227
2,0.5416666865348816,1.2417608499526978,0.7058823704719543,0.6746724843978882
3,0.7708333134651184,0.5872173309326172,0.3529411852359772,1.562622308731079
4,0.5833333134651184,0.8999434113502502,0.7058823704719543,0.5924257636070251
5,0.6666666865348816,0.9165439605712891,0.47058823704719543,0.7519298195838928
6,0.5625,0.7806807160377502,0.7647058963775635,0.5340893864631653
7,0.7083333134651184,0.8795474171638489,0.7058823704719543,0.5645912885665894
8,0.6458333134651184,0.7806695103645325,0.38235294818878174,0.7619350552558899
9,0.7708333134651184,0.5193155407905579,0.9117646813392639,0.41817551851272583
10,0.7083333134651184,0.7072005271911621,0.9117646813392639,0.4085085391998291
11,0.5833333134651184,0.7396487593650818,0.7352941036224365,0.48981690406799316
12,0.8541666865348816,0.435085654258728,0.9117646813392639,0.38510826230049133
13,0.7083333134651184,0.6286283731460571,0.8823529481887817,0.40448787808418274
14,0.75,0.4834652841091156,0.8823529481887817,0.3825574815273285
15,0.75,0.535119354724884,0.47058823704719543,0.7293112874031067
16,0.7291666865348816,0.5389951467514038,0.8529411554336548,0.3686547577381134
17,0.6875,0.7847779393196106,0.7352941036224365,0.4356793463230133
18,0.7083333134651184,0.5914363265037537,0.5588235259056091,0.7478585243225098
19,0.7083333134651184,0.5717343688011169,0.8823529481887817,0.37840381264686584
20,0.8333333134651184,0.4490659534931183,0.8529411554336548,0.3519061803817749
21,0.6875,0.5687894225120544,0.8529411554336548,0.41744160652160645
22,0.7708333134651184,0.3569355010986328,0.9117646813392639,0.31487053632736206
23,0.7916666865348816,0.4430258274078369,0.8529411554336548,0.33193162083625793
24,0.8541666865348816,0.36772361397743225,0.8529411554336548,0.3141879439353943
25,0.7916666865348816,0.37837421894073486,0.7058823704719543,0.44659972190856934
26,0.75,0.4159510135650635,0.9117646813392639,0.2973051071166992
27,0.8125,0.45518335700035095,0.8529411554336548,0.3055945038795471
28,0.8541666865348816,0.37852177023887634,0.8235294222831726,0.35503560304641724
29,0.7291666865348816,0.4589459002017975,0.9117646813392639,0.2820208966732025
30,0.8333333134651184,0.37326839566230774,0.7647058963775635,0.36269640922546387
31,0.7083333134651184,0.5315183997154236,0.9117646813392639,0.28141331672668457
32,0.7708333134651184,0.4283379018306732,0.9117646813392639,0.2703588902950287
33,0.7916666865348816,0.4990357458591461,0.9411764740943909,0.2584837079048157
34,0.8125,0.41605648398399353,0.970588207244873,0.25683078169822693
35,0.8541666865348816,0.3601926267147064,0.8823529481887817,0.3184458315372467
36,0.9166666865348816,0.33304235339164734,0.970588207244873,0.25577235221862793
37,0.8333333134651184,0.39175572991371155,0.8529411554336548,0.3534485399723053
38,0.75,0.44696369767189026,0.9411764740943909,0.25317704677581787
39,0.8958333134651184,0.34117627143859863,0.8529411554336548,0.34463706612586975
40,0.75,0.5241584777832031,0.7941176295280457,0.414099782705307
41,0.8541666865348816,0.3022235333919525,0.8529411554336548,0.30938249826431274
42,0.8541666865348816,0.32998713850975037,0.970588207244873,0.2334800362586975
43,0.8333333134651184,0.37683477997779846,0.970588207244873,0.2574447989463806
44,0.875,0.31475523114204407,0.9411764740943909,0.2223833203315735
45,0.875,0.31517288088798523,0.970588207244873,0.2109808325767517
46,0.8541666865348816,0.31298452615737915,0.8823529481887817,0.24375450611114502
47,0.875,0.3101661801338196,0.7647058963775635,0.31351038813591003
48,0.8541666865348816,0.29615482687950134,0.7647058963775635,0.36358246207237244
49,0.875,0.32204028964042664,0.8235294222831726,0.2888762354850769
0,0.6071428656578064,2.7738897800445557,0.6499999761581421,2.390303134918213
1,0.7142857313156128,1.1129757165908813,0.3499999940395355,2.5746889114379883
2,0.3571428656578064,1.4719651937484741,0.6499999761581421,0.7889784574508667
3,0.6785714030265808,1.0444400310516357,0.6499999761581421,1.2891677618026733
4,0.6785714030265808,1.269410490989685,0.550000011920929,0.8125651478767395
5,0.7142857313156128,0.7330154776573181,0.3499999940395355,2.0875096321105957
6,0.5357142686843872,0.8959584832191467,0.25,1.2984060049057007
7,0.6785714030265808,0.7074232697486877,0.75,0.8498401641845703
8,0.7857142686843872,0.8179265260696411,0.699999988079071,0.9599475860595703
9,0.75,0.6416566967964172,0.6000000238418579,0.9598937034606934
10,0.8928571343421936,0.4785211384296417,0.25,1.2985119819641113
11,0.6428571343421936,0.8350151777267456,0.30000001192092896,1.2379276752471924
12,0.7857142686843872,0.521000862121582,0.6000000238418579,0.9837585687637329
13,0.9285714030265808,0.32695022225379944,0.6499999761581421,0.9936600923538208
14,0.7857142686843872,0.3579438626766205,0.800000011920929,1.0331270694732666
15,0.8214285969734192,0.48766085505485535,0.6000000238418579,1.0288474559783936
16,0.7857142686843872,0.44447216391563416,0.6000000238418579,1.0386395454406738
17,0.8571428656578064,0.5135167241096497,0.699999988079071,1.0241100788116455
18,0.8214285969734192,0.29635071754455566,0.699999988079071,1.0527263879776
19,0.9285714030265808,0.34087303280830383,0.75,1.019166350364685
20,0.8928571343421936,0.3421446979045868,0.6000000238418579,0.9705384969711304
21,0.8571428656578064,0.49295663833618164,0.75,0.9519399404525757
22,0.8214285969734192,0.3422365188598633,0.699999988079071,0.9913484454154968
23,0.8571428656578064,0.3186740279197693,0.699999988079071,0.9785780906677246
24,0.8571428656578064,0.42885226011276245,0.699999988079071,0.966574490070343
25,0.8571428656578064,0.36150115728378296,0.699999988079071,0.8741781115531921
26,0.8928571343421936,0.32045072317123413,0.550000011920929,0.8694252967834473
27,0.8214285969734192,0.41455429792404175,0.550000011920929,0.8540741801261902
28,0.8928571343421936,0.28861087560653687,0.75,0.8414351344108582
29,0.9285714030265808,0.4149742126464844,0.75,0.8472882509231567
30,0.8214285969734192,0.4866768419742584,0.550000011920929,0.8802394866943359
31,0.8928571343421936,0.27677425742149353,0.550000011920929,0.8853573799133301
32,0.8571428656578064,0.3007966876029968,0.6000000238418579,0.8814021944999695
33,0.9285714030265808,0.4430742859840393,0.699999988079071,0.8816660046577454
34,0.8214285969734192,0.35652923583984375,0.75,0.8913153409957886
35,0.7857142686843872,0.4016900658607483,0.75,0.8962966799736023
36,0.8214285969734192,0.4274178147315979,0.6499999761581421,0.9796106219291687
37,0.8571428656578064,0.2723044157028198,0.6499999761581421,1.1277763843536377
38,0.8928571343421936,0.38719019293785095,0.6000000238418579,1.0030964612960815
39,0.8571428656578064,0.3330557346343994,0.6000000238418579,1.0307557582855225
40,0.8571428656578064,0.34529346227645874,0.6499999761581421,1.1799848079681396
41,0.8928571343421936,0.31129613518714905,0.6499999761581421,1.3762480020523071
42,0.8928571343421936,0.2407996654510498,0.6499999761581421,1.2873601913452148
43,0.8571428656578064,0.2438708245754242,0.6499999761581421,1.1919667720794678
44,0.8571428656578064,0.333400696516037,0.6000000238418579,1.121894121170044
45,0.8928571343421936,0.21685221791267395,0.6000000238418579,1.138103723526001
46,0.8928571343421936,0.3831885755062103,0.6499999761581421,1.3552128076553345
47,0.9285714030265808,0.22252115607261658,0.6499999761581421,1.5214537382125854
48,0.9642857313156128,0.22889389097690582,0.6000000238418579,1.3287267684936523
49,0.8928571343421936,0.28814294934272766,0.550000011920929,1.1502320766448975
0,0.6428571343421936,2.462961435317993,0.6499999761581421,1.5397337675094604
1,0.4642857015132904,1.6716173887252808,0.44999998807907104,0.7183195948600769
2,0.5,1.5326273441314697,0.6499999761581421,1.9774423837661743
3,0.6785714030265808,1.472188949584961,0.6499999761581421,1.2593637704849243
4,0.75,0.9896372556686401,0.3499999940395355,1.0003951787948608
5,0.4285714328289032,0.7867940664291382,0.4000000059604645,0.793205976486206
6,0.5714285969734192,0.7715849280357361,0.6499999761581421,0.799788773059845
7,0.7142857313156128,0.9869627356529236,0.6499999761581421,1.007042646408081
8,0.7142857313156128,1.0302172899246216,0.6499999761581421,0.7468732595443726
9,0.7142857313156128,0.8138936758041382,0.4000000059604645,0.8145889043807983
10,0.6785714030265808,0.6250016093254089,0.3499999940395355,0.9984135627746582
11,0.6428571343421936,0.6730436682701111,0.550000011920929,0.7481895685195923
12,0.75,0.6424359083175659,0.6499999761581421,0.7473565936088562
13,0.6428571343421936,0.8142284750938416,0.6499999761581421,0.7992100119590759
14,0.7857142686843872,0.6726416945457458,0.6000000238418579,0.6508824229240417
15,0.75,0.4835500419139862,0.5,0.7289341688156128
16,0.75,0.5244616866111755,0.699999988079071,0.6534302234649658
17,0.6785714030265808,0.46644827723503113,0.550000011920929,0.6488853693008423
18,0.8571428656578064,0.3685099184513092,0.550000011920929,0.6435196995735168
19,0.7857142686843872,0.4735890030860901,0.6000000238418579,0.629245400428772
20,0.7857142686843872,0.4378949701786041,0.699999988079071,0.632827877998352
21,0.8571428656578064,0.5623639822006226,0.699999988079071,0.6336038708686829
22,0.8928571343421936,0.41543713212013245,0.699999988079071,0.6259692311286926
23,0.7857142686843872,0.486204594373703,0.6499999761581421,0.7279424667358398
24,0.75,0.4890580177307129,0.6499999761581421,0.6746391654014587
25,0.8214285969734192,0.37523531913757324,0.6000000238418579,0.638249933719635
26,0.8571428656578064,0.38369956612586975,0.6499999761581421,0.6791753768920898
27,0.8214285969734192,0.41526004672050476,0.6499999761581421,0.9104939699172974
28,0.8571428656578064,0.33268430829048157,0.6499999761581421,0.9126354455947876
29,0.8214285969734192,0.48636743426322937,0.6499999761581421,0.7013265490531921
30,0.8214285969734192,0.39139148592948914,0.699999988079071,0.6222114562988281
31,0.7857142686843872,0.4003257155418396,0.6499999761581421,0.6397091150283813
32,0.8928571343421936,0.3551478087902069,0.6499999761581421,0.816635012626648
33,0.75,0.5120168328285217,0.6499999761581421,0.9281457662582397
34,0.8214285969734192,0.3534558117389679,0.6499999761581421,0.8157000541687012
35,0.75,0.4581618309020996,0.75,0.6483932137489319
36,0.8214285969734192,0.4420631527900696,0.6499999761581421,0.6251680254936218
37,0.7857142686843872,0.394709050655365,0.75,0.6483985185623169
38,0.8928571343421936,0.26750487089157104,0.6499999761581421,0.6921913623809814
39,0.8214285969734192,0.3912236988544464,0.75,0.6384568810462952
40,0.8928571343421936,0.24766257405281067,0.6499999761581421,0.61967533826828
41,0.75,0.5739821791648865,0.6499999761581421,0.6231706142425537
42,0.75,0.3881390392780304,0.75,0.6385890245437622
43,0.7857142686843872,0.4843127429485321,0.6499999761581421,0.6147875189781189
44,0.9642857313156128,0.2757822573184967,0.6499999761581421,0.6152443289756775
45,0.7857142686843872,0.4990404546260834,0.75,0.6174606680870056
46,0.7857142686843872,0.3896631598472595,0.6499999761581421,0.7621594071388245
47,0.8214285969734192,0.5259281396865845,0.800000011920929,0.6474311947822571
48,0.9285714030265808,0.2896921634674072,0.699999988079071,0.6123694181442261
49,0.8928571343421936,0.38812902569770813,0.699999988079071,0.588988721370697
0,0.4642857015132904,1.9771853685379028,0.6499999761581421,3.4815585613250732
1,0.6785714030265808,3.387359142303467,0.6000000238418579,0.6301204562187195
2,0.5357142686843872,0.9095084071159363,0.3499999940395355,0.9561559557914734
3,0.5714285969734192,0.7581763863563538,0.6499999761581421,0.8426154851913452
4,0.6785714030265808,1.1340956687927246,0.6499999761581421,1.0505584478378296
5,0.6785714030265808,0.9177502393722534,0.6499999761581421,0.5988482236862183
6,0.8571428656578064,0.5767305493354797,0.550000011920929,0.6833990216255188
7,0.4642857015132904,0.854929506778717,0.6499999761581421,0.6050418615341187
8,0.7857142686843872,0.560401201248169,0.6499999761581421,0.5933569669723511
9,0.7857142686843872,0.5891504287719727,0.6499999761581421,0.7247823476791382
10,0.6785714030265808,0.5773479342460632,0.6499999761581421,0.616764485836029
11,0.6785714030265808,0.5268876552581787,0.75,0.5922867655754089
12,0.6785714030265808,0.6060705184936523,0.75,0.5720893144607544
13,0.7857142686843872,0.507874071598053,0.6499999761581421,0.5992103815078735
14,0.6428571343421936,0.5971997380256653,0.6499999761581421,0.6910697817802429
15,0.7142857313156128,0.5369576811790466,0.6499999761581421,0.6069687604904175
16,0.7857142686843872,0.4766192138195038,0.75,0.5657837986946106
17,0.7857142686843872,0.4654237926006317,0.75,0.5665808916091919
18,0.5357142686843872,0.674551784992218,0.699999988079071,0.5485952496528625
19,0.8214285969734192,0.4362804591655731,0.6499999761581421,0.6546700596809387
20,0.75,0.5677925944328308,0.6499999761581421,0.6209272146224976
21,0.7857142686843872,0.4514322578907013,0.8500000238418579,0.5423300862312317
22,0.7857142686843872,0.48462507128715515,0.550000011920929,0.6825199723243713
23,0.7857142686843872,0.4872595965862274,0.75,0.5188034772872925
24,0.8214285969734192,0.5583385825157166,0.6499999761581421,0.6185716390609741
25,0.7142857313156128,0.6215969324111938,0.6499999761581421,0.6009615659713745
26,0.75,0.4941442012786865,0.75,0.5093967318534851
27,0.8214285969734192,0.40837931632995605,0.8500000238418579,0.496793270111084
28,0.8214285969734192,0.42953190207481384,0.75,0.506653368473053
29,0.7857142686843872,0.4794490933418274,0.699999988079071,0.5260434150695801
30,0.8571428656578064,0.40044620633125305,0.699999988079071,0.5274908542633057
31,0.8571428656578064,0.37600046396255493,0.699999988079071,0.5420131683349609
32,0.8214285969734192,0.36534228920936584,0.800000011920929,0.48095011711120605
33,0.6071428656578064,0.5798820853233337,0.8500000238418579,0.4911167025566101
34,0.75,0.5154760479927063,0.699999988079071,0.5567259192466736
35,0.7857142686843872,0.486826628446579,0.6499999761581421,0.7718296647071838
36,0.7857142686843872,0.4791233241558075,0.6499999761581421,0.7420550584793091
37,0.75,0.3938332200050354,0.699999988079071,0.5581388473510742
38,0.8571428656578064,0.4450303912162781,0.800000011920929,0.4874393045902252
39,0.8928571343421936,0.3270651698112488,0.75,0.5064955353736877
40,0.9285714030265808,0.33267250657081604,0.699999988079071,0.6226634979248047
41,0.7857142686843872,0.4956485331058502,0.6499999761581421,0.652204155921936
42,0.7857142686843872,0.39427822828292847,0.6499999761581421,0.7490153312683105
43,0.7857142686843872,0.4114660620689392,0.699999988079071,0.5753434896469116
44,0.8214285969734192,0.3788074851036072,0.75,0.5272201299667358
45,0.9642857313156128,0.29567429423332214,0.699999988079071,0.598800003528595
46,0.75,0.4118153154850006,0.6499999761581421,0.6709632277488708
47,0.9285714030265808,0.29063984751701355,0.6499999761581421,0.6861768960952759
48,0.8571428656578064,0.31352323293685913,0.699999988079071,0.6793335676193237
49,0.8928571343421936,0.30390477180480957,0.699999988079071,0.6875373125076294
0,0.5151515007019043,3.281369686126709,0.6666666865348816,3.344804286956787
1,0.6666666865348816,2.5486979484558105,0.6666666865348816,0.6399117708206177
2,0.5454545617103577,1.0256803035736084,0.3333333432674408,0.8596251010894775
3,0.5454545617103577,0.8592737913131714,0.6666666865348816,0.8422130942344666
4,0.6666666865348816,0.8348941206932068,0.6666666865348816,1.1232821941375732
5,0.6666666865348816,0.9452009201049805,0.6666666865348816,0.6594822406768799
6,0.5454545617103577,0.7441962957382202,0.6666666865348816,0.6386970281600952
7,0.39393940567970276,0.7828055620193481,0.800000011920929,0.611041247844696
8,0.5454545617103577,0.6949358582496643,0.6666666865348816,0.5840795040130615
9,0.6969696879386902,0.6525381803512573,0.6666666865348816,0.7444478273391724
10,0.6969696879386902,0.660491406917572,0.6666666865348816,0.62972491979599
11,0.6666666865348816,0.65130615234375,0.6666666865348816,0.5504791140556335
12,0.6060606241226196,0.6326624751091003,0.800000011920929,0.6024214029312134
13,0.7272727489471436,0.5548003315925598,0.7333333492279053,0.5453689694404602
14,0.7272727489471436,0.5750703811645508,0.6666666865348816,0.5872916579246521
15,0.6969696879386902,0.5839465856552124,0.6666666865348816,0.5611066222190857
16,0.7575757503509521,0.5155224204063416,0.6666666865348816,0.557757556438446
17,0.6969696879386902,0.5171269178390503,0.6666666865348816,0.5440911054611206
18,0.7575757503509521,0.5695106983184814,0.7333333492279053,0.5363025665283203
19,0.7272727489471436,0.5134449601173401,0.6666666865348816,0.5549439787864685
20,0.7272727489471436,0.46272504329681396,0.6666666865348816,0.6217973828315735
21,0.7272727489471436,0.4550192058086395,0.6666666865348816,0.5838420391082764
22,0.8181818127632141,0.4395078718662262,0.6666666865348816,0.5814176797866821
23,0.7272727489471436,0.5049734115600586,0.7333333492279053,0.5598028898239136
24,0.8181818127632141,0.4142942726612091,0.6666666865348816,0.6234406232833862
25,0.7575757503509521,0.4837871789932251,0.6666666865348816,0.6721391677856445
26,0.7272727489471436,0.5819323658943176,0.6666666865348816,0.5991907119750977
27,0.8181818127632141,0.5112643837928772,0.6666666865348816,0.5600005388259888
28,0.7878788113594055,0.5086753964424133,0.6666666865348816,0.5987560153007507
29,0.7272727489471436,0.4453587532043457,0.6666666865348816,0.6332187056541443
30,0.8181818127632141,0.4599182903766632,0.6666666865348816,0.6418296694755554
31,0.7878788113594055,0.4636416435241699,0.6666666865348816,0.5843375325202942
32,0.7272727489471436,0.5057593584060669,0.7333333492279053,0.5200098156929016
33,0.7575757503509521,0.5087869167327881,0.7333333492279053,0.5449491143226624
34,0.8787878751754761,0.38929951190948486,0.7333333492279053,0.5854597687721252
35,0.8181818127632141,0.444293349981308,0.6666666865348816,0.6437413692474365
36,0.8181818127632141,0.4324937164783478,0.7333333492279053,0.5727928876876831
37,0.8181818127632141,0.3839435577392578,0.7333333492279053,0.5189522504806519
38,0.9090909361839294,0.37689223885536194,0.7333333492279053,0.5271018147468567
39,0.7878788113594055,0.4487498700618744,0.7333333492279053,0.5327441096305847
40,0.8181818127632141,0.36192023754119873,0.7333333492279053,0.5551103353500366
41,0.8181818127632141,0.3776262402534485,0.7333333492279053,0.5026465654373169
42,0.8484848737716675,0.3240036070346832,0.6666666865348816,0.4845121204853058
43,0.7272727489471436,0.4163814187049866,0.6666666865348816,0.47413262724876404
44,0.9090909361839294,0.3310428559780121,0.6666666865348816,0.5032666921615601
45,0.8181818127632141,0.37806829810142517,0.6666666865348816,0.49943795800209045
46,0.8181818127632141,0.40455934405326843,0.6666666865348816,0.49574166536331177
47,0.8484848737716675,0.34636005759239197,0.6666666865348816,0.5069934129714966
48,0.7575757503509521,0.42464762926101685,0.6666666865348816,0.5081355571746826
49,0.8484848737716675,0.34053975343704224,0.6666666865348816,0.5061283707618713
0,0.7567567825317383,2.3552772998809814,0.6363636255264282,1.498651385307312
1,0.4864864945411682,1.7349979877471924,0.3636363744735718,1.6869255304336548
2,0.6216216087341309,0.7596150636672974,0.6363636255264282,0.9060661792755127
3,0.6756756901741028,0.9784917235374451,0.6363636255264282,0.7852281928062439
4,0.6486486196517944,0.8520210981369019,0.3636363744735718,0.9924831986427307
5,0.5945945978164673,0.6731244921684265,0.27272728085517883,0.9779348969459534
6,0.6756756901741028,0.6130651831626892,0.6363636255264282,0.736487627029419
7,0.7027027010917664,0.6342557668685913,0.6363636255264282,0.7601677179336548
8,0.8108108043670654,0.48923343420028687,0.5454545617103577,0.7486812472343445
9,0.8648648858070374,0.4222489893436432,0.5454545617103577,0.7981913089752197
10,0.6486486196517944,0.5748107433319092,0.4545454680919647,0.7657241821289062
11,0.8108108043670654,0.5111696124076843,0.6363636255264282,0.8398050665855408
12,0.7297297120094299,0.5328360199928284,0.6363636255264282,0.7937406301498413
13,0.7837837934494019,0.4949760437011719,0.6363636255264282,0.7528140544891357
14,0.7567567825317383,0.5594100952148438,0.7272727489471436,0.7431290149688721
15,0.837837815284729,0.3765643537044525,0.6363636255264282,0.7352475523948669
16,0.8108108043670654,0.44902944564819336,0.8181818127632141,0.7326866388320923
17,0.8108108043670654,0.44314491748809814,0.8181818127632141,0.7138137221336365
18,0.8108108043670654,0.378242552280426,0.8181818127632141,0.7024911046028137
19,0.837837815284729,0.35680514574050903,0.8181818127632141,0.7110781073570251
20,0.7837837934494019,0.46614617109298706,0.6363636255264282,0.7457247376441956
21,0.8108108043670654,0.4719158411026001,0.8181818127632141,0.6998843550682068
22,0.8108108043670654,0.45911356806755066,0.8181818127632141,0.7043567299842834
23,0.8918918967247009,0.31774428486824036,0.6363636255264282,0.7721924185752869
24,0.837837815284729,0.3800675570964813,0.6363636255264282,0.8660085797309875
25,0.7837837934494019,0.38365188241004944,0.8181818127632141,0.7579278945922852
26,0.8648648858070374,0.36617907881736755,0.6363636255264282,0.7467957139015198
27,0.8108108043670654,0.4151483476161957,0.8181818127632141,0.7537777423858643
28,0.8918918967247009,0.2981579303741455,0.6363636255264282,0.9543863534927368
